,Name,Sales,Dollar Volume,Average Price,Median Price,New listings,SNLR,Active listings,MI,Avg SP/LP,Avg DOM,year,month
2582,Toronto C10,88,"$102,780,702","$1,167,963","$980,000",177,69.5%,103,1.0,107%,8,17,5
2583,Toronto C11,52,"$48,818,988","$938,827","$445,000",93,75.2%,59,0.8,104%,10,17,5
2584,Toronto C12,43,"$143,787,176","$3,343,888","$2,900,000",91,62.1%,95,2.0,101%,20,17,5
2585,Toronto C13,101,"$104,038,740","$1,030,087","$615,000",212,72.1%,125,0.9,109%,10,17,5
2586,Toronto C14,147,"$121,720,115","$828,028","$529,000",391,67.3%,288,1.2,103%,11,17,5
2587,Toronto C15,141,"$124,836,175","$885,363","$532,500",359,70.8%,264,1.1,105%,11,17,5
2588,Toronto East,901,"$695,417,273","$771,828","$742,000","2,243",68.2%,"1,416",0.9,108%,10,17,5
2589,Toronto E01,98,"$93,366,726","$952,722","$885,000",203,72.0%,92,0.7,113%,8,17,5
2590,Toronto E02,72,"$81,422,414","$1,130,867","$1,014,000",177,69.9%,98,0.8,107%,9,17,5
2591,Toronto E03,104,"$97,546,030","$937,943","$895,000",246,65.6%,144,0.8,109%,9,17,5
2592,Toronto E04,105,"$66,687,341","$635,118","$665,500",279,68.2%,186,0.9,108%,11,17,5
2593,Toronto E05,88,"$62,761,037","$713,194","$629,000",217,68.4%,143,0.9,106%,10,17,5
2594,Toronto E06,35,"$32,758,500","$935,957","$830,000",86,61.9%,59,1.0,108%,9,17,5
2595,Toronto E07,78,"$49,841,585","$638,995","$471,500",225,65.0%,157,1.1,105%,11,17,5
2596,Toronto E08,70,"$49,643,488","$709,193","$722,500",129,71.2%,82,0.9,106%,8,17,5
2597,Toronto E09,113,"$67,806,914","$600,061","$590,000",299,72.0%,191,0.9,108%,11,17,5
2598,Toronto E10,62,"$51,126,938","$824,628","$798,800",190,62.5%,131,1.1,105%,11,17,5
2599,Toronto E11,76,"$42,456,300","$558,636","$557,500",192,71.0%,133,0.9,107%,11,17,5
2600,TREB Total,"7,974","$6,330,675,197","$793,915","$655,900","19,614",63.5%,"19,680",1.2,100%,15,17,6
2601,City of Toronto Total,"3,139","$2,603,735,455","$829,479","$635,000","6,295",66.7%,"6,000",1.2,101%,15,17,6
2602,Toronto West,846,"$631,746,629","$746,745","$635,000","1,659",66.9%,"1,637",1.2,101%,15,17,6
2603,Toronto W01,90,"$80,220,083","$891,334","$621,250",108,71.5%,89,1.0,102%,14,17,6
2604,Toronto W02,87,"$78,453,464","$901,764","$862,324",150,69.6%,109,0.8,104%,11,17,6
2605,Toronto W03,55,"$36,246,600","$659,029","$660,000",132,63.8%,123,1.0,102%,14,17,6
2606,Toronto W04,68,"$41,954,976","$616,985","$617,500",139,63.8%,167,1.4,102%,18,17,6
2607,Toronto W05,90,"$50,358,900","$559,543","$570,000",220,64.7%,259,1.6,99%,19,17,6
2608,Toronto W06,136,"$83,775,185","$615,994","$542,500",272,66.5%,252,1.4,101%,16,17,6
2609,Toronto W07,33,"$34,364,023","$1,041,334","$989,800",51,69.1%,43,1.0,103%,15,17,6
2610,Toronto W08,171,"$161,654,298","$945,347","$790,000",309,70.3%,282,1.1,100%,14,17,6
2611,Toronto W09,47,"$31,029,800","$660,209","$636,000",77,68.3%,82,1.1,99%,14,17,6
2612,Toronto W10,69,"$33,689,300","$488,251","$451,000",201,63.0%,231,1.4,98%,21,17,6
2613,Toronto Central,"1,562","$1,446,688,882","$926,177","$610,000","2,932",67.7%,"2,878",1.3,100%,15,17,6
2614,Toronto C01,529,"$352,661,433","$666,657","$552,000",912,71.6%,866,1.2,102%,16,17,6
2615,Toronto C02,77,"$134,395,800","$1,745,400","$1,295,000",151,57.4%,168,2.1,100%,19,17,6
2616,Toronto C03,41,"$51,024,823","$1,244,508","$902,000",88,61.5%,91,1.3,103%,13,17,6
2617,Toronto C04,73,"$146,659,688","$2,009,037","$1,780,000",135,60.7%,139,1.3,99%,14,17,6
2618,Toronto C06,37,"$35,083,151","$948,193","$599,900",74,66.2%,69,1.1,97%,18,17,6
2619,Toronto C07,84,"$71,018,576","$845,459","$571,000",245,62.3%,269,1.3,98%,18,17,6
2620,Toronto C08,199,"$123,932,196","$622,775","$560,000",342,70.6%,315,1.2,102%,14,17,6
2621,Toronto C09,29,"$67,216,420","$2,317,808","$1,940,000",44,69.1%,46,1.5,99%,16,17,6
2622,Toronto C10,64,"$67,155,199","$1,049,300","$889,500",89,68.1%,82,1.1,101%,12,17,6
2623,Toronto C11,50,"$44,400,536","$888,011","$507,500",69,74.0%,47,0.8,102%,11,17,6
2624,Toronto C12,25,"$63,082,250","$2,523,290","$2,370,000",76,57.8%,104,2.1,97%,17,17,6
2625,Toronto C13,81,"$82,464,101","$1,018,075","$715,000",140,71.0%,108,0.9,105%,11,17,6
2626,Toronto C14,133,"$108,209,100","$813,602","$550,000",314,65.9%,308,1.3,99%,16,17,6
2627,Toronto C15,140,"$99,385,609","$709,897","$535,000",253,69.3%,266,1.1,101%,15,17,6
2628,Toronto East,731,"$525,299,944","$718,605","$688,000","1,704",64.5%,"1,485",1.0,102%,14,17,6
2629,Toronto E01,82,"$80,784,445","$985,176","$961,500",132,68.4%,79,0.7,105%,11,17,6
2630,Toronto E02,63,"$66,432,891","$1,054,490","$930,000",126,67.1%,88,0.9,102%,11,17,6
2631,Toronto E03,77,"$66,648,230","$865,561","$865,000",174,62.7%,132,0.9,103%,14,17,6
2632,Toronto E04,93,"$50,837,600","$546,641","$485,000",215,63.8%,203,1.0,101%,12,17,6
2633,Toronto E05,57,"$39,297,708","$689,433","$590,000",170,64.4%,159,1.0,100%,15,17,6
2634,Toronto E06,24,"$20,471,800","$852,992","$718,750",76,55.5%,69,1.2,100%,15,17,6
2635,Toronto E07,70,"$39,267,378","$560,963","$420,500",195,62.6%,182,1.2,101%,16,17,6
2636,Toronto E08,41,"$29,574,501","$721,329","$635,000",111,66.6%,104,1.0,102%,10,17,6
2637,Toronto E09,93,"$51,459,500","$553,328","$530,000",213,68.2%,197,1.0,103%,15,17,6
2638,Toronto E10,52,"$41,622,900","$800,440","$830,000",115,58.1%,121,1.3,99%,16,17,6
2639,Toronto E11,79,"$38,902,991","$492,443","$487,500",177,67.6%,151,1.0,102%,14,17,6
2640,TREB Total,"5,921","$4,418,355,057","$746,218","$626,000","14,171",60.8%,"18,751",1.3,98%,21,17,7
2641,City of Toronto Total,"2,303","$1,748,992,472","$759,441","$589,500","4,499",65.1%,"5,700",1.2,98%,20,17,7
2642,Toronto West,574,"$407,164,653","$709,346","$583,500","1,191",64.9%,"1,610",1.3,98%,22,17,7
2643,Toronto W01,43,"$31,591,688","$734,690","$545,000",70,69.8%,78,1.1,99%,22,17,7
2644,Toronto W02,51,"$43,024,521","$843,618","$850,000",98,66.0%,102,0.9,101%,17,17,7
2645,Toronto W03,31,"$20,980,900","$676,803","$670,000",86,61.3%,122,1.1,101%,17,17,7
2646,Toronto W04,53,"$35,986,285","$678,987","$607,000",120,61.2%,170,1.5,98%,30,17,7
2647,Toronto W05,66,"$32,988,399","$499,824","$465,000",175,61.4%,259,1.7,99%,19,17,7
2648,Toronto W06,123,"$75,039,030","$610,073","$505,000",198,66.8%,244,1.4,99%,21,17,7
2649,Toronto W07,19,"$25,213,800","$1,327,042","$1,100,000",38,66.0%,47,1.1,95%,21,17,7
2650,Toronto W08,117,"$103,832,940","$887,461","$635,000",203,68.8%,253,1.2,97%,20,17,7
2651,Toronto W09,26,"$17,870,963","$687,345","$743,250",65,66.6%,89,1.1,97%,21,17,7
2652,Toronto W10,45,"$20,636,127","$458,581","$365,000",138,60.5%,246,1.5,97%,30,17,7
2653,Toronto Central,"1,144","$939,116,329","$820,906","$570,000","2,153",66.4%,"2,718",1.3,98%,20,17,7
2654,Toronto C01,434,"$267,621,962","$616,640","$540,000",688,70.5%,773,1.2,99%,20,17,7
2655,Toronto C02,49,"$67,186,918","$1,371,162","$898,000",97,56.4%,164,2.2,98%,25,17,7
2656,Toronto C03,30,"$35,497,389","$1,183,246","$880,000",50,61.2%,74,1.4,100%,20,17,7
2657,Toronto C04,44,"$69,878,267","$1,588,142","$1,365,000",94,58.8%,127,1.4,100%,19,17,7
2658,Toronto C06,22,"$17,973,500","$816,977","$492,500",56,60.8%,74,1.2,98%,17,17,7
2659,Toronto C07,77,"$68,687,091","$892,040","$608,000",190,60.4%,271,1.4,98%,23,17,7
2660,Toronto C08,142,"$89,588,286","$630,903","$550,000",272,69.2%,308,1.2,100%,17,17,7
2661,Toronto C09,16,"$30,404,998","$1,900,312","$1,346,500",30,66.6%,43,1.5,96%,29,17,7
2662,Toronto C10,42,"$36,764,388","$875,343","$663,000",61,68.1%,69,1.1,99%,21,17,7
2663,Toronto C11,32,"$22,936,000","$716,750","$410,250",48,73.4%,45,0.8,98%,19,17,7
2664,Toronto C12,23,"$61,393,500","$2,669,283","$2,280,000",52,56.6%,101,2.2,95%,17,17,7
2665,Toronto C13,38,"$30,342,101","$798,476","$512,901",79,68.3%,97,1.0,98%,15,17,7
2666,Toronto C14,106,"$73,513,653","$693,525","$500,000",241,64.9%,300,1.3,98%,20,17,7
2667,Toronto C15,89,"$67,328,276","$756,497","$555,000",195,68.3%,272,1.2,97%,24,17,7
2668,Toronto East,585,"$402,711,490","$688,396","$649,000","1,155",62.7%,"1,372",1.1,99%,19,17,7
2669,Toronto E01,52,"$45,578,800","$876,515","$808,500",82,68.3%,63,0.8,101%,14,17,7
2670,Toronto E02,51,"$57,832,000","$1,133,961","$889,000",66,66.1%,59,0.9,96%,18,17,7
2671,Toronto E03,50,"$42,925,500","$858,510","$795,000",105,60.4%,117,1.0,100%,19,17,7
2672,Toronto E04,77,"$43,885,770","$569,945","$594,000",149,63.4%,187,1.1,99%,17,17,7
2673,Toronto E05,45,"$28,768,200","$639,293","$529,000",119,61.5%,153,1.1,97%,23,17,7
2674,Toronto E06,23,"$19,629,400","$853,452","$750,000",49,53.1%,59,1.3,98%,14,17,7
2675,Toronto E07,65,"$35,907,934","$552,430","$405,000",129,60.7%,178,1.3,99%,21,17,7
2676,Toronto E08,49,"$28,204,600","$575,604","$507,000",82,65.2%,99,1.1,98%,18,17,7
2677,Toronto E09,79,"$43,805,537","$554,500","$560,000",161,66.2%,183,1.1,99%,21,17,7
2678,Toronto E10,39,"$25,839,100","$662,541","$650,000",84,56.4%,112,1.4,98%,23,17,7
2679,Toronto E11,55,"$30,334,649","$551,539","$575,000",129,63.6%,162,1.2,99%,23,17,7
2680,TREB Total,"6,357","$4,655,179,456","$732,292","$629,700","11,523",59.1%,"16,419",1.4,98%,25,17,8
2681,City of Toronto Total,"2,480","$1,802,246,113","$726,712","$584,000","3,603",64.4%,"4,743",1.3,99%,23,17,8
2682,Toronto West,652,"$407,418,060","$624,874","$550,000",939,64.4%,"1,341",1.4,99%,23,17,8
2683,Toronto W01,32,"$22,683,800","$708,869","$587,500",37,69.1%,56,1.1,100%,18,17,8
2684,Toronto W02,55,"$45,588,619","$828,884","$827,000",54,67.7%,71,0.9,102%,16,17,8
2685,Toronto W03,33,"$21,396,575","$648,381","$639,000",53,59.6%,99,1.3,98%,22,17,8
2686,Toronto W04,62,"$39,339,746","$634,512","$634,944",90,61.2%,136,1.5,98%,23,17,8
2687,Toronto W05,89,"$46,501,000","$522,483","$505,000",152,60.5%,231,1.8,97%,26,17,8
2688,Toronto W06,129,"$76,660,090","$594,264","$520,000",167,67.4%,204,1.4,98%,21,17,8
2689,Toronto W07,17,"$14,851,500","$873,618","$920,000",18,65.6%,31,1.2,98%,21,17,8
2690,Toronto W08,130,"$86,523,676","$665,567","$469,000",190,67.9%,225,1.2,99%,21,17,8
2691,Toronto W09,36,"$21,429,588","$595,266","$498,500",57,64.7%,84,1.2,98%,23,17,8
2692,Toronto W10,69,"$32,443,466","$470,195","$440,000",121,58.7%,204,1.7,97%,34,17,8
2693,Toronto Central,"1,257","$1,004,087,268","$798,797","$561,000","1,740",65.8%,"2,263",1.3,99%,24,17,8
2694,Toronto C01,453,"$296,091,944","$653,625","$545,000",551,70.2%,605,1.2,99%,22,17,8
2695,Toronto C02,52,"$58,984,187","$1,134,311","$827,500",75,56.9%,131,2.2,98%,31,17,8
2696,Toronto C03,28,"$26,807,400","$957,407","$759,950",55,59.4%,77,1.4,100%,22,17,8
2697,Toronto C04,52,"$78,429,438","$1,508,258","$1,332,500",66,59.9%,103,1.4,105%,18,17,8
2698,Toronto C06,27,"$21,080,145","$780,746","$518,000",42,60.0%,65,1.4,96%,29,17,8
2699,Toronto C07,80,"$63,162,187","$789,527","$585,000",144,58.7%,228,1.5,97%,28,17,8
2700,Toronto C08,208,"$130,508,993","$627,447","$530,000",208,70.5%,235,1.2,99%,22,17,8
2701,Toronto C09,10,"$10,850,939","$1,085,094","$852,500",12,65.2%,33,1.6,100%,35,17,8
2702,Toronto C10,35,"$30,126,800","$860,766","$675,000",56,67.8%,63,1.1,98%,22,17,8
2703,Toronto C11,18,"$11,759,313","$653,295","$419,000",29,70.8%,43,0.9,98%,16,17,8
2704,Toronto C12,19,"$50,508,000","$2,658,316","$2,000,000",33,55.3%,87,2.4,95%,24,17,8
2705,Toronto C13,38,"$37,244,780","$980,126","$500,000",55,66.7%,81,1.1,98%,21,17,8
2706,Toronto C14,129,"$116,234,763","$901,045","$545,000",212,63.9%,256,1.3,96%,26,17,8
2707,Toronto C15,108,"$72,298,379","$669,429","$519,500",202,66.7%,256,1.2,98%,26,17,8
2708,Toronto East,571,"$390,740,785","$684,310","$652,000",924,61.7%,"1,139",1.2,99%,23,17,8
2709,Toronto E01,41,"$37,467,317","$913,837","$900,888",47,68.3%,44,0.8,104%,15,17,8
2710,Toronto E02,34,"$34,809,388","$1,023,806","$937,450",43,65.1%,46,1.0,98%,18,17,8
2711,Toronto E03,57,"$49,817,610","$873,993","$850,000",78,59.6%,84,1.1,101%,23,17,8
2712,Toronto E04,85,"$51,862,500","$610,147","$644,000",120,63.0%,140,1.1,98%,22,17,8
2713,Toronto E05,62,"$40,063,236","$646,181","$571,500",112,60.8%,139,1.2,98%,21,17,8
2714,Toronto E06,21,"$17,314,900","$824,519","$759,000",30,53.2%,42,1.4,98%,24,17,8
2715,Toronto E07,52,"$29,740,367","$571,930","$443,000",98,60.0%,160,1.4,99%,26,17,8
2716,Toronto E08,44,"$26,034,800","$591,700","$562,500",82,63.3%,95,1.2,98%,26,17,8
2717,Toronto E09,86,"$46,430,879","$539,894","$532,500",150,64.1%,158,1.1,98%,23,17,8
2718,Toronto E10,33,"$26,477,500","$802,348","$775,000",57,55.4%,92,1.5,97%,24,17,8
2719,Toronto E11,56,"$30,722,288","$548,612","$552,500",107,62.4%,139,1.3,98%,26,17,8
2720,TREB Total,"6,379","$4,947,205,546","$775,546","$640,000","16,469",56.5%,"19,021",1.5,98%,24,17,9
2721,City of Toronto Total,"2,510","$2,032,073,865","$809,591","$625,000","5,535",62.7%,"5,732",1.4,99%,21,17,9
2722,Toronto West,616,"$430,805,335","$699,359","$624,500","1,483",62.6%,"1,632",1.4,99%,22,17,9
2723,Toronto W01,40,"$37,473,080","$936,827","$765,000",86,68.9%,81,1.2,101%,15,17,9
2724,Toronto W02,53,"$48,307,700","$911,466","$864,000",141,65.5%,113,1.0,100%,17,17,9
2725,Toronto W03,58,"$42,303,200","$729,366","$710,500",113,58.5%,108,1.3,99%,22,17,9
2726,Toronto W04,65,"$40,794,305","$627,605","$635,000",146,60.0%,161,1.6,98%,24,17,9
2727,Toronto W05,71,"$34,443,650","$485,122","$480,000",190,58.1%,255,1.9,98%,28,17,9
2728,Toronto W06,113,"$75,290,081","$666,284","$550,000",244,65.5%,251,1.4,99%,25,17,9
2729,Toronto W07,16,"$17,786,851","$1,111,678","$933,076",38,66.2%,38,1.2,99%,20,17,9
2730,Toronto W08,120,"$89,391,468","$744,929","$527,500",295,65.4%,305,1.3,98%,19,17,9
2731,Toronto W09,31,"$21,147,800","$682,187","$740,000",86,62.5%,103,1.4,97%,24,17,9
2732,Toronto W10,49,"$23,867,200","$487,086","$454,000",144,56.4%,217,1.9,97%,24,17,9
2733,Toronto Central,"1,250","$1,132,945,902","$906,357","$594,000","2,625",64.5%,"2,711",1.4,99%,22,17,9
2734,Toronto C01,423,"$288,820,876","$682,792","$562,500",712,69.4%,667,1.2,101%,21,17,9
2735,Toronto C02,65,"$75,976,334","$1,168,867","$910,000",136,56.3%,154,2.2,101%,29,17,9
2736,Toronto C03,34,"$45,492,790","$1,338,023","$939,000",76,60.5%,87,1.5,103%,23,17,9
2737,Toronto C04,54,"$83,752,495","$1,550,972","$1,463,400",156,58.2%,150,1.5,99%,22,17,9
2738,Toronto C06,23,"$15,684,800","$681,948","$515,000",61,58.3%,79,1.5,97%,24,17,9
2739,Toronto C07,79,"$72,715,300","$920,447","$625,000",223,56.0%,270,1.6,97%,25,17,9
2740,Toronto C08,164,"$105,690,677","$644,455","$547,951",278,69.8%,259,1.2,100%,19,17,9
2741,Toronto C09,25,"$46,443,750","$1,857,750","$1,636,000",74,62.9%,59,1.6,100%,12,17,9
2742,Toronto C10,59,"$56,895,418","$964,329","$754,000",102,66.0%,74,1.1,101%,14,17,9
2743,Toronto C11,29,"$32,500,500","$1,120,707","$602,000",78,67.9%,68,1.0,97%,22,17,9
2744,Toronto C12,23,"$95,069,800","$4,133,470","$3,450,000",92,52.4%,121,2.5,93%,53,17,9
2745,Toronto C13,44,"$41,831,700","$950,720","$571,500",130,63.9%,125,1.1,95%,24,17,9
2746,Toronto C14,127,"$95,365,286","$750,908","$545,000",255,63.6%,290,1.3,98%,20,17,9
2747,Toronto C15,101,"$76,706,176","$759,467","$470,000",252,63.7%,308,1.3,97%,22,17,9
2748,Toronto East,644,"$468,322,628","$727,209","$685,000","1,427",59.5%,"1,389",1.3,100%,20,17,9
2749,Toronto E01,64,"$59,546,548","$930,415","$912,500",124,65.9%,71,0.8,105%,11,17,9
2750,Toronto E02,66,"$76,005,128","$1,151,593","$993,000",141,63.0%,89,1.0,101%,9,17,9
2751,Toronto E03,63,"$52,188,600","$828,390","$805,000",173,57.1%,133,1.2,102%,14,17,9
2752,Toronto E04,77,"$49,895,000","$647,987","$679,000",176,60.6%,181,1.3,98%,28,17,9
2753,Toronto E05,55,"$38,335,350","$697,006","$725,000",132,58.7%,161,1.3,98%,24,17,9
2754,Toronto E06,19,"$15,273,000","$803,842","$635,000",62,51.2%,58,1.5,97%,21,17,9
2755,Toronto E07,63,"$33,556,299","$532,640","$435,000",113,58.9%,156,1.5,99%,29,17,9
2756,Toronto E08,47,"$31,540,799","$671,081","$720,000",94,60.4%,98,1.3,98%,22,17,9
2757,Toronto E09,84,"$40,715,118","$484,704","$447,250",174,61.7%,191,1.2,99%,21,17,9
2758,Toronto E10,46,"$37,387,300","$812,767","$757,500",110,54.0%,105,1.6,99%,16,17,9
2759,Toronto E11,60,"$33,879,486","$564,658","$581,500",128,59.3%,146,1.4,99%,27,17,9
2760,TREB Total,"7,118","$5,552,778,355","$780,104","$655,000","14,903",54.5%,"18,859",1.7,98%,23,17,10
2761,City of Toronto Total,"2,885","$2,360,509,668","$818,201","$650,000","5,051",61.3%,"5,681",1.4,99%,20,17,10
2762,Toronto West,783,"$586,502,071","$749,045","$650,000","1,272",61.3%,"1,553",1.5,99%,23,17,10
2763,Toronto W01,63,"$58,718,700","$932,043","$655,000",82,67.3%,69,1.2,100%,23,17,10
2764,Toronto W02,94,"$89,749,610","$954,783","$899,500",122,64.7%,98,1.1,103%,14,17,10
2765,Toronto W03,54,"$37,664,700","$697,494","$658,500",86,57.8%,96,1.4,100%,20,17,10
2766,Toronto W04,73,"$42,745,485","$585,555","$512,700",139,58.8%,168,1.7,97%,21,17,10
2767,Toronto W05,88,"$49,278,125","$559,979","$625,000",187,56.1%,264,2.0,97%,28,17,10
2768,Toronto W06,127,"$82,272,844","$647,818","$576,500",189,65.0%,241,1.5,99%,21,17,10
2769,Toronto W07,22,"$28,874,100","$1,312,459","$1,182,500",53,63.1%,51,1.3,100%,14,17,10
2770,Toronto W08,141,"$133,054,507","$943,649","$814,000",215,64.2%,282,1.3,98%,23,17,10
2771,Toronto W09,38,"$25,507,500","$671,250","$640,000",70,59.6%,99,1.5,97%,27,17,10
2772,Toronto W10,83,"$38,636,500","$465,500","$377,000",129,56.0%,185,2.0,97%,33,17,10
2773,Toronto Central,"1,373","$1,237,320,519","$901,180","$621,000","2,418",63.1%,"2,717",1.4,99%,20,17,10
2774,Toronto C01,443,"$302,987,861","$683,946","$560,000",670,68.7%,653,1.2,100%,18,17,10
2775,Toronto C02,74,"$103,987,263","$1,405,233","$1,172,500",121,56.7%,146,2.1,99%,23,17,10
2776,Toronto C03,41,"$51,509,300","$1,256,324","$870,000",75,59.1%,87,1.5,99%,21,17,10
2777,Toronto C04,75,"$131,248,662","$1,749,982","$1,550,000",152,55.9%,162,1.6,99%,21,17,10
2778,Toronto C06,30,"$23,079,500","$769,317","$531,000",53,57.7%,80,1.6,96%,26,17,10
2779,Toronto C07,78,"$73,690,788","$944,754","$620,000",222,52.8%,289,1.8,96%,24,17,10
2780,Toronto C08,185,"$126,362,935","$683,043","$590,000",262,69.3%,244,1.2,100%,19,17,10
2781,Toronto C09,31,"$53,700,480","$1,732,274","$1,100,000",33,63.1%,50,1.6,99%,17,17,10
2782,Toronto C10,62,"$66,169,610","$1,067,252","$915,000",88,67.0%,64,1.1,102%,17,17,10
2783,Toronto C11,47,"$41,240,366","$877,455","$530,000",67,66.8%,64,1.0,100%,18,17,10
2784,Toronto C12,21,"$53,831,500","$2,563,405","$1,890,000",81,48.8%,132,2.7,96%,22,17,10
2785,Toronto C13,59,"$48,273,925","$818,202","$612,500",108,62.1%,132,1.2,99%,18,17,10
2786,Toronto C14,114,"$89,140,664","$781,936","$601,750",253,61.1%,305,1.4,97%,21,17,10
2787,Toronto C15,113,"$72,097,665","$638,032","$464,000",233,60.8%,309,1.4,99%,23,17,10
2788,Toronto East,729,"$536,687,078","$736,196","$712,000","1,361",58.0%,"1,411",1.4,101%,18,17,10
2789,Toronto E01,84,"$75,882,352","$903,361","$849,250",119,65.5%,72,0.8,105%,10,17,10
2790,Toronto E02,78,"$83,656,828","$1,072,523","$937,500",107,63.6%,83,1.0,101%,10,17,10
2791,Toronto E03,80,"$70,606,757","$882,584","$831,000",147,56.0%,132,1.3,102%,12,17,10
2792,Toronto E04,83,"$51,661,376","$622,426","$690,000",170,58.1%,191,1.4,99%,18,17,10
2793,Toronto E05,66,"$45,442,588","$688,524","$600,000",145,56.6%,170,1.5,100%,21,17,10
2794,Toronto E06,37,"$28,046,400","$758,011","$725,000",79,50.1%,65,1.6,101%,17,17,10
2795,Toronto E07,62,"$36,403,300","$587,150","$489,000",130,57.1%,161,1.6,99%,25,17,10
2796,Toronto E08,45,"$32,231,565","$716,257","$623,000",87,59.0%,104,1.4,97%,23,17,10
2797,Toronto E09,92,"$50,933,050","$553,620","$530,000",176,59.1%,195,1.3,98%,25,17,10
2798,Toronto E10,32,"$23,617,685","$738,053","$783,500",106,50.8%,120,1.7,97%,25,17,10
2799,Toronto E11,70,"$38,205,177","$545,788","$562,500",95,59.7%,118,1.5,98%,24,17,10
2800,TREB Total,"7,374","$5,617,199,379","$761,757","$640,000","14,349",52.6%,"18,197",1.8,98%,24,17,11
2801,City of Toronto Total,"2,978","$2,389,010,519","$802,220","$630,000","4,881",59.8%,"5,430",1.5,99%,21,17,11
2802,Toronto West,797,"$569,100,490","$714,053","$635,000","1,294",60.3%,"1,496",1.6,100%,24,17,11
2803,Toronto W01,50,"$43,531,630","$870,633","$634,000",69,66.9%,67,1.2,103%,19,17,11
2804,Toronto W02,78,"$75,110,906","$962,960","$950,000",107,64.8%,87,1.1,104%,17,17,11
2805,Toronto W03,62,"$43,484,688","$701,366","$712,500",104,56.2%,91,1.5,101%,23,17,11
2806,Toronto W04,72,"$47,164,400","$655,061","$606,250",136,57.2%,186,1.8,98%,28,17,11
2807,Toronto W05,109,"$61,486,988","$564,101","$615,000",152,55.4%,248,2.1,97%,28,17,11
2808,Toronto W06,129,"$84,556,647","$655,478","$596,500",237,64.4%,252,1.5,100%,21,17,11
2809,Toronto W07,28,"$23,758,600","$848,521","$840,000",52,59.1%,48,1.4,100%,16,17,11
2810,Toronto W08,160,"$135,167,204","$844,795","$555,000",241,62.7%,262,1.4,99%,22,17,11
2811,Toronto W09,30,"$19,128,577","$637,619","$744,000",73,55.6%,94,1.7,99%,29,17,11
2812,Toronto W10,79,"$35,710,850","$452,036","$355,000",123,55.8%,161,2.0,98%,30,17,11
2813,Toronto Central,"1,446","$1,316,594,036","$910,508","$600,000","2,332",61.3%,"2,599",1.5,99%,20,17,11
2814,Toronto C01,494,"$333,155,536","$674,404","$557,500",718,67.1%,635,1.2,101%,18,17,11
2815,Toronto C02,69,"$95,796,089","$1,388,349","$1,201,000",104,57.3%,130,2.1,99%,24,17,11
2816,Toronto C03,49,"$82,913,368","$1,692,110","$1,096,000",83,57.4%,80,1.6,97%,17,17,11
2817,Toronto C04,83,"$144,902,000","$1,745,807","$1,550,000",148,54.7%,157,1.7,99%,16,17,11
2818,Toronto C06,35,"$25,090,178","$716,862","$532,800",70,55.1%,81,1.7,97%,30,17,11
2819,Toronto C07,99,"$95,224,487","$961,864","$660,000",215,50.6%,296,2.0,96%,23,17,11
2820,Toronto C08,171,"$113,649,695","$664,618","$551,000",232,68.6%,218,1.2,101%,18,17,11
2821,Toronto C09,29,"$46,401,773","$1,600,061","$959,900",37,62.2%,41,1.7,99%,20,17,11
2822,Toronto C10,51,"$56,609,450","$1,109,989","$779,800",78,65.7%,65,1.1,99%,24,17,11
2823,Toronto C11,35,"$33,926,000","$969,314","$450,000",45,66.2%,55,1.1,98%,21,17,11
2824,Toronto C12,24,"$63,578,750","$2,649,115","$2,079,000",44,47.0%,114,3.0,96%,24,17,11
2825,Toronto C13,47,"$36,522,211","$777,068","$652,000",98,58.8%,128,1.4,97%,22,17,11
2826,Toronto C14,140,"$117,474,715","$839,105","$523,000",226,57.9%,290,1.5,97%,22,17,11
2827,Toronto C15,120,"$71,349,784","$594,582","$471,500",234,58.0%,309,1.6,98%,27,17,11
